,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
121737,8b4a67bed44dea46,yeah bad mikewazowski bastard bag,1,0,0,0,0,0,toxic,1
121757,8b666e5ce7348795,high problem know numb usually cum,1,0,0,0,0,0,toxic,1
121770,8b7baeca4c7ab5f3,talk nonsense reconstruct pronunciation modern theory substantiate modern linguist repeat old century date fallacy modern book constitute evidence substantiation differnece modern linguist repitition fallacy original modern linguist remove racist slur original work include disclaimer nonsense regurgitate provable give historical evidence complete lack modern research unanimously theory thanos papadimitrakopulos publication perfectly valid source postdate standard form reconstruct pronunciation teach today theory substantiate student teach unproven dogma refute chrys caragounis linguistic expert philologist valid source development greek new testament mohr siebeck isbn recent publication probable recent research ancient greek pronunciation existence claim expert ancient greek believe reconstruct pronunciation right call expert believe ptolemaic earth centre universe observation show wrong expert semitic linguistic reconstruct pronunciation ancient greek perfectly clear ancient greek pronounce modern greek time septuagint translate original hebrew imply classical greek pronounce modern greek hebrew expert teach ancient greek child year early associate proto semitic fricative gimel gomorra long write language speak breath greek letter gamma gamma fricative myriad example semitic linguist use ancient greek pronounce modern greek hebrew alphabet represent mediae dasea fricative clear study semitic linguistic expert file caragounis papadimitrakopulos reconstruct pronunciation racist sham base germanic supremacy see slur paper original creator affront science reason tangut ethnocentric reason,1,0,0,0,0,0,toxic,1
121797,8b9effc4fd9cddc2,butt concern especially threat,1,0,0,0,0,0,toxic,1
121818,8bc0a95841e5d110,stupid stop massive undiscussed removal article interest chinese history pay attention vietnamese history,1,0,0,0,0,0,toxic,1
121841,8bdd0dafc7426453,add ban forever douche,1,0,0,0,0,0,toxic,1
121844,8bdf5262071ca536,stalk censor admin like respect usually personal attack accord debate personal attack prove censorship bust source mislead propaganda word propaganda personal attack bust article cite person lie personal attack tell pathetic word lose debate usually thing leave censor,1,0,0,0,0,0,toxic,1
121845,8bdfa855700761f0,family,1,0,0,0,0,0,toxic,1
121848,8be0ede9ed570045,leave hate,1,0,0,0,0,0,toxic,1
121867,8c015f8aedf80ee9,douche life fag,1,0,0,0,0,0,toxic,1
121882,8c1077b2a4633106,relate hatred arabs,1,0,0,0,0,0,toxic,1
121901,8c21864bdb174701,worth worth admin editor effort try trace editor post minor annoy question ref desk think think ilk enjoy hunt call troll damage encyclopedia proper insignificant edit pedia conclude real wikipedian level accusation remember ban look history contribution want find game wiki waste time surcive attack admins past year shut twat feature give promise trouble ban minor offence argue admin keep promise way stop deny existence totally bvcause enjoy form blood sport shoot rabbit inste endnig,1,0,0,0,0,0,toxic,1
121947,8c5e095b0769f756,explain figure balkans include senior member unite state republican party foreign policy analyst yossef bodansky regard izetbegović dangerous islamic fundamentalist evidence support assertion totally pov evidence support assertion find source stop put crap article,1,0,0,0,0,0,toxic,1
121990,8c9d9ce77823cef6,ban aha,1,0,0,0,0,0,toxic,1
122017,8cc2a93baa5b7f9d,sallary controversy president peabody essex museum dan monroe make year benefit guard time benefit edit undo piece shit payroll fuck dan monroe jews jews bad know live friend dog walk careful fuck apiece shit,1,0,0,0,0,0,toxic,1
122018,8cc3bcb29dc5780f,jps real conversation look bite odd work bbc time chance see awful tamper administrative vandal add insult injury include quote article upset people mention jeremy lie page mislead unbelieveable paste update page exact quote jeremy bias pov controversial paste jeremy lie clarify incorrect work alqaeda thejps wrong people shrine jeremy clarkson crook people post misinformation lock page page say jeremy gear viewer joker real oprah jeremy half time viewer oprah people need stop jeremy xenophobic call silly comment certain nationality funny fine lie law particular country present ambiguous fashion totally different game page know lock weasel complain clearly display blind support lie page support editor pursue sir thug,1,0,0,0,0,0,toxic,1
122034,8cdbe9ab95ba5527,boy wink wank stink stink,1,0,0,0,0,0,toxic,1
122043,8ce78d5839feea2d,write norwegians slavs fall chair laugh,1,0,0,0,0,0,toxic,1
122094,8d2c3fd454a62d8f,right close request lie pig wrong well ing idiot add smart person,1,0,0,0,0,0,toxic,1
122096,8d2e8e88d0996fbb,way meet eric corbett manchester yesterday call twat think know,1,0,0,0,0,0,toxic,1
122192,8dad3e32bc79fc60,invalidate contribution ask civil shii let stupid,1,0,0,0,0,0,toxic,1
122231,8ddf03771659d7ba,creative nonfiction hell add year end title screw internal link,1,0,0,0,0,0,toxic,1
122238,8de39947bcbc0210,god damn know account guess block hour teach guess need source prove wesker kill sergei,1,0,0,0,0,0,toxic,1
122284,8e21ba098393fcb6,block low life bitch dynamic india suck cyphoidbomb transgender dick comment sign jackthomas,1,0,0,0,0,0,toxic,1
122293,8e29d6358036a041,notice fourohfour nob,1,0,0,0,0,0,toxic,1
122304,8e317c5e7b7855b0,welcome crap cat universal symbol relief vzaak,1,0,0,0,0,0,toxic,1
122341,8e62849fbdeaeb9f,piss suppose smile tell bother write feel notable,1,0,0,0,0,0,toxic,1
122397,8eafd5bf7ceb8a0d,wichert boris screw screw want conversation problem commit offense remove edit provide fact maybe fact cru fiasco know fact direct citation information nasa web site reverse boris wichert problem discuss send email address talk pende discussion leave edit,1,0,0,0,0,0,toxic,1
122400,8eb10387de5a240c,suggest mental help,1,0,0,0,0,0,toxic,1
122417,8ecc5123d014e2c0,moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron moron,1,0,0,0,0,0,toxic,1
122434,8ee797915a0751ed,explain opinion hate serbs personal attack block make cry talk,1,0,0,0,0,0,toxic,1
122443,8ef4341be669c069,leave shit stop messign skyview page dare tocuh user page profile understand,1,0,0,0,0,0,toxic,1
122455,8f0bae43785d1308,wanker honestly sit expose metaphorically speak conciliation ignore sir constantly assume bad faith abuse power admin term vent privately hold sexual frustration deal people work advertise blatantly userpage offence bring remarkably label vandalism article cite source establish notability field claim represent response course remove vandalism pathetic cretin reply stop sir reasonable man constant incivility drive edge legal challange position consider troll long editor want drag slimeball kind fuck imbecile drag place knee learn common fuck human decency reply approach genuine question,1,0,0,0,0,0,toxic,1
122464,8f1182a5a1b4927e,think sit day disgust apopleptic waterhead racist watch revert life grotesque nugget human fece day,1,0,0,0,0,0,toxic,1
122508,8f575e49f07b8ee3,threaten buddy like care edit wikipedia loser,1,0,0,0,0,0,toxic,1
122542,8f80f68cf372d54a,september utc pull head ass long realize libertarian socialist try remove article maybe actually able locate source support claim libertarian socialism main current libertarianism globally talk contrib,1,0,0,0,0,0,toxic,1
122592,8fb9275a9c776566,call tamil stupid blame hillcountrie make tamil stupid introduce odd reason get wrong combination letter sure idiot sense think need block,1,0,0,0,0,0,toxic,1
122664,902492a05aa7dee5,refuse let people change stand insult cry emo kid corner emo kid,1,0,0,0,0,0,toxic,1
122680,9041142282a6b636,seth worthless little pokemon love faggot fuck life,1,0,0,0,0,0,toxic,1
122710,907233f5669208ea,prick,1,0,0,0,0,0,toxic,1
122758,90b359616ac6bcbe,life anti irish prude writin fone bother typin nxt day business trip urs insincerely,1,0,0,0,0,0,toxic,1
122774,90c9da2d914f3d74,sure comment consider vandalism opinion post garbage talkpage instead flaunt stupidity accross wikipedia cause group prussian blue give appearance intelligence contrast opposition constant use personal attack pov vandalism utter stupidity,1,0,0,0,0,0,toxic,1
122795,90df7ea798b48bef,ahhhh feel good word word sign edit sinbot person start discussion format table lol yes good agree non descript colour format fair well colour format head jack merridew post miley cyrus fan colour scheme idiot hear miley cyrus creature happen page frank think like music hear year old nitwit know jack know know look edit apparently spend half day edit wikipedia entry edit table format font format like life,1,0,0,0,0,0,toxic,1
122849,91279b2c9609c977,get ban want fool revenge little pissant look like enemy sign maybe problem,1,0,0,0,0,0,toxic,1
122870,9143f53cdb7cb3c6,absolutely wrong edit wtf,1,0,0,0,0,0,toxic,1
122873,914de195f8b83ebe,remove post ddos toaster,1,0,0,0,0,0,toxic,1
122893,917756a7ad6c74b7,litter act sect shit grab qld leg amendment,1,0,0,0,0,0,toxic,1
122903,918035a4954571ce,note david stein actually link wikipedia film amityville curse idiot editor claim reference scholar know cite wikipedia ion paper example annoy joke,1,0,0,0,0,0,toxic,1
122908,9186105b8faea676,violate revert rule page offensive remark bias transparent shame connolley self revert,1,0,0,0,0,0,toxic,1
122921,919a603dfcc11b35,record user like reason decide leave year ago believe utterly rude disingenous take user ani refuse help allow message delete clearly undergo teach like doubt removal barnstar reaction welcome message pale deal short admin block dishonesty surround matter utterly repulsive tempt create account deal action,1,0,0,0,0,0,toxic,1
122924,91a0d0cda2cc9bc6,matter hell think large large penis woman attract,1,0,0,0,0,0,toxic,1
122930,91a52b7ca5cb4ae9,jeez man hate force like cena include force hate old brain listen ppl listen joke kiss ass hav cena favourite favourite evn baby user dark hood smoker,1,0,0,0,0,0,toxic,1
122970,91dabe8dd420b64d,real job seriously wikipedia admin pretty lame far career,1,0,0,0,0,0,toxic,1
122982,91e7c1394cb053ac,say attack poster accept object make trouble stalk accept admin poster accept arbitrary action admin make admin wrong suck system stand say wikipedia accept arbitrary action unaccountable admin end recourse look want problem log wikipedia want problem post admin make wild mistake hide instead address try seek appropriate redress content wrong arbitrary action wrong care character,1,0,0,0,0,0,toxic,1
123017,921839630f4df03a,hate freedom,1,0,0,0,0,0,toxic,1
123059,9249d906a8e5a8ad,believe english people stupid understand portuguese people know refer province city term canto far fetch idea,1,0,0,0,0,0,toxic,1
123085,9268ec7201cfcdb7,yes thank salix alba mean call pig man mcgeddon michael barrymore take legal action mirror mean article libellious propose statement barrymore pill force trouble gay club dubious citation learn,1,0,0,0,0,0,toxic,1
123093,9272eab6ca8e6c7e,add spam life stop lie simply bully liar censor manipulate misrepresent wikipedia rule order impose politic,1,0,0,0,0,0,toxic,1
123126,92ab8a8346477591,life jamaica head claim cajun backstabbe coward leader big coward dead whoa sister,1,0,0,0,0,0,toxic,1
123138,92bf172921ba63bf,think lousy job pollute valid information complete garbage long link wikipedia clan davidson article link correct history accord highland manuscript believe write maclauchlan bear date contain account genealogy highland clan year accept authoritative skene celtic scotland believe embody common tradition time origin davidsons attribute certain gilliecattan mhor chief clan chattan time david personage state son muirich mhor dhai dhu descend clan mhuirich macpherson clan dhai davidson sir aeneas macpherson historian clan state macphersons davidsons descend muirich parson kingussie twelfth century suck site suck edit complete crap sure feel justify pathetic view like say page utter bunk fill false information plenty site actually legitimate information gee certainly funny get distant genetic match member clan chattan relate norman comyn scum cheer,1,0,0,0,0,0,toxic,1
123144,92c6242db3ad16fa,hurt alright damn fool,1,0,0,0,0,0,toxic,1
123187,9306a5d101a13438,demon possess pedophile pedophile,1,0,0,0,0,0,toxic,1
123224,933182749abd0d0e,wine guy love pedotastic orgy infant boy,1,0,0,0,0,0,toxic,1
123237,9345fe8e625dcc96,kitten cooper eat purrrrrrger,1,0,0,0,0,0,toxic,1
123258,9359d4d6465c5a6c,ugly sister land lose harass,1,0,0,0,0,0,toxic,1
123285,93753af9f6eb8faa,jeeezus weep page fantasy bullshit whittle pile crap seriously kind idiot think tristan chord quartal harmony page wrong wikipedia clueless semi literate amateur twaddle present scholarship shock,1,0,0,0,0,0,toxic,1
123337,93b8cd291a2ea822,shit stirrer woman wikipedia need fight corner serous problem talk,1,0,0,0,0,0,toxic,1
123341,93bdb9eba2177500,july utc understand bite late discussion probably conclude probably follow american english simply english stupid man course country require version english simplify sick americans think way way accept spell webster incorrect change english language start spell thing incorrectly mean new way spell reformist idiot think,1,0,0,0,0,0,toxic,1
123364,93de39dab74bb628,lol pwnt block indef get pwned rtr tje ruh,1,0,0,0,0,0,toxic,1
123375,93ed5c2c0e0d5906,bad liar kevin teach computer science uiuc computer specific away time get hope scam,1,0,0,0,0,0,toxic,1
123380,93f28235bbfd2847,jackofoz american idiot century bonjour jackofoz vandalise article time block accpunt forever remember smart evil jerkofoz jajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajajaja,1,0,0,0,0,0,toxic,1
123383,93f6d081f46f324c,clearly need read block rule month ban tell worship devil seriously wikipedia run church favour idiot,1,0,0,0,0,0,toxic,1
123385,93f891dae8603457,know european union well blow europe,1,0,0,0,0,0,toxic,1
123421,943434b03bc802ea,rude dude rude upload carl picture,1,0,0,0,0,0,toxic,1
123452,945be67e9f22b149,news annoy mod delete hard work say vandalism completely ignore wikipedia crap,1,0,0,0,0,0,toxic,1
123466,946f5bb6bf11f284,sitush arrogant belief argument reference good digest logical try biology definition math book write khatris origin dashrath sharma rajputs book understand reference read racist come definition shame leave start listen discuss,1,0,0,0,0,0,toxic,1
123475,9480bff99f91a69e,lesbian teenager fact lesbian teenaged year important ignorant fundy say fact ignorant fundy think world year old pretend evolution real,1,0,0,0,0,0,toxic,1
123483,948cb4052152869b,past stuff stop instigator consider personal attack today,1,0,0,0,0,0,toxic,1
123544,94d2194a284941a9,harass beign troll molest child leave,1,0,0,0,0,0,toxic,1
123603,95175169ffa5e9aa,article let black supremacist talk page stop outnumber non racist,1,0,0,0,0,0,toxic,1
123630,953b3fc6e18d913c,troll seriously,1,0,0,0,0,0,toxic,1
123637,9542ed7eeadd8ad9,jimbo wales justin berry owner wikipedia jimbo wales develop close personal relationship year old justin berry underage camwhore adult porn webmaster recently profile series new york time article writer kurt eichenwald berry request jimbo delete entire justin berry article complete revision history primary author indefinitely ban edit wikipedia pedophile troll apparently wikipedia description dissent censorship jimbo gutte talk page call criticism berry personal attack demand article completely rewrite scratch presumedly person parrot mainstream medium spin tale jimbo claim picture berry appear article copyright violation wikipedia fill fair use picture copyright include screenshot copyright television program berry news story greatly doubt copyright issue picture archive forever plethora search engine available illustrate article way jimbo rancid agenda push piece shit greatly regret contribute encyclopedic turd pile rename endeavor oprah encyclopedia fuck,1,0,0,0,0,0,toxic,1
123686,9584f06a062e2ab0,straight smear site person call dissident hear pathetic,1,0,0,0,0,0,toxic,1
123702,959d3852d3a9d787,problem argument state irc deletionism inclusionism asshole people disagree,1,0,0,0,0,0,toxic,1
123710,95a6f4aa77b041ae,leakage ban hammer user ned scott,1,0,0,0,0,0,toxic,1
123722,95af4a641e56c2d6,black cock significantly large non black cock,1,0,0,0,0,0,toxic,1
123734,95c115f1806f97de,wikipedia like black people block black area edit ddd,1,0,0,0,0,0,toxic,1
123751,95e0023b335d8bbc,barnstar bigot create trash article rape pakistan like sister elope paki lol wonder hell bend pov article,1,0,0,0,0,0,toxic,1
123754,95e0f6900232b907,regard hgb like regarde sexuality oooze lava hot pussy wagon word,1,0,0,0,0,0,toxic,1
123773,9600de3c118271a0,tivedshambo get annoy person see annoy ozurbanmusic wow picture want article contribute put article attack numerous user say copyright information false block know right frustrate,1,0,0,0,0,0,toxic,1
123791,961a88720fd07904,hopefully day editor wikipedia wake turf rubbish site,1,0,0,0,0,0,toxic,1
123844,966e51eb6b8354d4,smell wiki wiki cheese,1,0,0,0,0,0,toxic,1
123849,966fff9526eccfc9,mean unite state government extremely corrupt,1,0,0,0,0,0,toxic,1
123892,96acc20f8f4836b5,unionist today marxist class war unionist exist modern unionist assault try prevent people cross picket line properly refer today unionist trash subhuman union garbage engage sort violence deserve gun kill,1,0,0,0,0,0,toxic,1
123900,96b3f6901d69b1cf,say pass cause think long load bollock dop suggest wiseup question state olympics blind retard read article question address stop piss,1,0,0,0,0,0,toxic,1
123931,96da1ce769ffa48b,dude let silly wholeheartedly doubt black people afraid mulatto uprise think black people afraid afraid progress perceive racism real white real power plenty mulatto people phenotypically kind beige skin color caucasian feature uprise darker skin people north africa western usa south america actually people mestizos mulatto dark caucasians racist darker skin people time include black people native indians systemic racism sort big bang uprise mulattos start uprise darker skin people black people concept black mulatto diametrically opposse concept black white bad thing happen balkanization furthermore white people continue identify white idea blackness soon,1,0,0,0,0,0,toxic,1
124024,97586098469ba789,nerd attempt block communist,1,0,0,0,0,0,toxic,1
124025,975908e45e69282e,roisterer prime example place badly regard roisterer know source guess maybe delusion good internet site set opposition lot heap sbetter problem wik admin year online run ignornat rat nest see mak emultiple error interpret read rubbish display low level intelligence interpersonal skill disgrace humanity racist boot nation need,1,0,0,0,0,0,toxic,1
124042,976d4bd6ffeefd87,play victim person pick article apart perfered version delete damn torpedo victim agressor cause protection page far probably come engage discussion discussion way throw hissy fit delete block ban tar feather send gallow way act talk,1,0,0,0,0,0,toxic,1
124047,9778802e547f687a,believe include discussion fact gay enjoy study discuss real man prefer talk thing titty butt sex negative way fag,1,0,0,0,0,0,toxic,1
124073,9799523f3d835f8e,wikinazi attack talk page nooo,1,0,0,0,0,0,toxic,1
124075,979b969e49427231,adming abuse wikipedia force stupid personal taste particular article admin try article line wikipedia standard style instead bother ask idiot try wikipedia article inconsistent mar utc,1,0,0,0,0,0,toxic,1
124229,98864eed122b59c6,exclusionist gratz,1,0,0,0,0,0,toxic,1
124243,98992fbe0f70e322,answer mütze dare contact friend administrator andrew norman dare block carry discussion discussion page bosendorfer want propose modification people agenda want speak ask accomplice andrew norman unblock discuss openly discussion page bosendorfer page bother read accomplice andrew norman ashamed dishonest behaviour contact andrew norman andrew norman ashamed administrator power deceptively help wikipedia shame time use xxx wikipedia feedback bosendorfer discussion page andrew norman accomplice unblock shame michaelisgreat,1,0,0,0,0,0,toxic,1
124266,98bbfc92f2b52002,think glocker douchae porch monkey,1,0,0,0,0,0,toxic,1
124292,98e60265d155bd75,bibi picture hate israel probably bad prime minister,1,0,0,0,0,0,toxic,1
124294,98e92a532bf36e76,forget need add extra emphasis fault,1,0,0,0,0,0,toxic,1
124296,98edf286acce2225,time pull rubbish marry role armour fashhion role wolverhampton fashion talk abpout take people seriously inherit lash money divorce grow maybe lend skirt,1,0,0,0,0,0,toxic,1
124405,998c08d8f12e6736,buttock constructive,1,0,0,0,0,0,toxic,1
124431,99abe2b49696c7b3,black article suggest bitch describe young woman exclusive hip hop culture case prominent term describe woman african american community black people know actually woman woman bitch fuck dis bitch las naht nigga faaahn black people woman ingrain culture derogatory woman hip hop black entertainment misogyny crucial element culture black people throw word bitch synonym woman way black people song song track song black people think square hip article,1,0,0,0,0,0,toxic,1
124473,99e0e62b4182bd23,hhahahhahahahahh hey vandalize day stop tell stop ban see alo rest blacklist admin couple week dougbiznatch,1,0,0,0,0,0,toxic,1
124499,9a050fd03168f233,bullshit appropriate wikipedia lol,1,0,0,0,0,0,toxic,1
124522,9a20520497610629,bone head haunt forever,1,0,0,0,0,0,toxic,1
124561,9a63e49a07564b22,glide finish rely team mate shit homie,1,0,0,0,0,0,toxic,1
124583,9a7c7158fc53d3b0,manipulate statement drive focus main point argue say english rubbish actually care speak english properly world english talk contribs,1,0,0,0,0,0,toxic,1
124593,9a8688fd5919af22,initiate attack respond turn call nut euphemistic call turkey obviously wikipedia encyclopedia people proprietary interest article edit problem underwood effect church bare minimum joke mention article mind save breath point integrity surround folk determine enforce bias folk busy research subject properly take minute research hundred post relationship church member underwood arrogance plain day claim perfect edit suggest edit talk page underwood effect plain day mention reason leery custodian page add bob black bomb encounter kind opposition oppose church think article deserve custodial opinion caretaker editor vest interest outcome article big hurry fair experience edit know mention require assault accomplish proof association try church look guilty try accuracy topic research underwood article edit veraciously continuously recur discussion topic year murder indicate edit summary rumor control hostile edit hostile determine obscure datum save church face,1,0,0,0,0,0,toxic,1
124606,9a9b7b0c9dea29c7,notice add cheri dinovo list short story contributor new yorker magazine article care mention single short story contribute magazine lie gay ndp supporter real problem concept truth,1,0,0,0,0,0,toxic,1
124618,9aa84106d70724ab,delete thing mytalk asshole,1,0,0,0,0,0,toxic,1
124621,9aab660f0e8c0947,ugly man bully crappy job probably give way look expect love soon regard hancock,1,0,0,0,0,0,toxic,1
124625,9ab018363c6e8e40,article suck article anti gökçek article,1,0,0,0,0,0,toxic,1
124705,9b26b14eb6a3341d,word count measure encyclopedic value attend special school dumb able sort claim fuck word detail largely thing unencyclopedic value tell people write word fill wikipedia shit well ask article delete shit realise talk call lord baron wikipedia fuck hell real world know space cadet inside people decide wikipedia look outside,1,0,0,0,0,0,toxic,1
124715,9b3a10e62887ede5,november utc shit exactly make want demand withdrawal respect nableezy,1,0,0,0,0,0,toxic,1
124718,9b3d4cae316c7942,flower big old queen gay boi,1,0,0,0,0,0,toxic,1
124719,9b3e24f741b733a4,pick well replacement title care respond smart ass troll joke smart troll joke remove smart ass joke issue,1,0,0,0,0,0,toxic,1
124801,9ba87a4e223ff93d,hey girl get manner,1,0,0,0,0,0,toxic,1
124851,9bf4cb76ad0cd2a3,yeah report fun report need kind cite follow diff admin leave real work real man clown think funny pair clown probably responsible hitler redirect vandalism easily confuse logic sheer ignorance stop proud moron btw currently administrator list diff context right abuse authority capital macedonia redirect lie change redirect statement true history diff needlessly impede useless basically provoke abuse wrongly give authority laugh want adminship permanent come review lie count btw people consider dispute dablink fall scope restriction probably careful revert think break today,1,0,0,0,0,0,toxic,1
124864,9c05458a26d36163,hahahaha love baseball watcher instead baseball player obviously obese actually play hahahaha fatass mad stylin cry roody poo candy,1,0,0,0,0,0,toxic,1
124911,9c4b4bb311ce56a6,massacre bullshit greco turkish war mmm loser caanot win war battle field try win war wikipedia pity aricle greco turkish war tarshe article,1,0,0,0,0,0,toxic,1
124914,9c4df4e6a5f2f981,love shag horse fit donkey fit reply,1,0,0,0,0,0,toxic,1
124959,9c85c97b79cb73a2,btw beleive criticism introduce list porn model notable alum,1,0,0,0,0,0,toxic,1
124960,9c88729974e08f96,lawlzs cry emo kid btw wtf mama buff pull truck local sport channel,1,0,0,0,0,0,toxic,1
125001,9cb1f44c3bebb5cc,stupid little block stop patient come,1,0,0,0,0,0,toxic,1
125094,9d1ef8eb2cd2d47f,hey vandalize day stop tell stop ban see alo rest blacklist admin couple week dougbiznatch,1,0,0,0,0,0,toxic,1
125122,9d3d8c347e86eddd,netherlands right maybe understand english help repeatedly add link mean add external link website sure hope imagine people piss add link billion wikipedia page repeatedly add link mean end addition link mean add applicable relevant valid link day contribute good example repeatedly add link user john doe add single wiki page come look timestamp special contribution vacantlips user spend total half hour contribute review relevant album page learn fuck difference spam contributions pompous dutch asshole sick people think run website stick chemistry day job hug kiss dirk beetstra big fan english tutor quit act chipper thank nice day well revert people valid contribution hateful sorry bastard xoxo,1,0,0,0,0,0,toxic,1
125137,9d52c130e4ee0798,virgin smke want sex think sue mean llawer let win fight love xxxx,1,0,0,0,0,0,toxic,1
125156,9d668a5d9a7fb10d,lol force try wikipedia support blatant lie hypocrisy courage face prove true edit block coward prove edit wrong supporter lie fake,1,0,0,0,0,0,toxic,1
125161,9d69f17737dccbe0,clearly dishonest idiot bongwarrior desysoppe delay fatuorum,1,0,0,0,0,0,toxic,1
125258,9dfab0916add6dc3,refer insult come rude arrogant,1,0,0,0,0,0,toxic,1
125266,9e041e32ee69d82e,stop pompous stop racist stop try push astonishingly bias pov article stop lie,1,0,0,0,0,0,toxic,1
125288,9e25bdefe4047ac9,see block bad life dickhead,1,0,0,0,0,0,toxic,1
125289,9e25d9bb1e79ede6,unfairly block mattythewhite get hump boerrigter sign celtic provide source like person review situation administrator evidently incapable life,1,0,0,0,0,0,toxic,1
125304,9e393865333aa018,swedish joke self righteous know usdm relentlessly involve new swedish joke time foreign national sabotage entry engine clueless swede walk sidewalk carry dog arm passerby stop ask monkey swede reply monkey shut swede talk dog,1,0,0,0,0,0,toxic,1
125306,9e3b46c65a94ba78,website joke editor sam ask want weed charm call ignorant correct charm response call catty vapid lol pursue columbus spaniard section change word leader president come people bad offender time editor dish see guy pick website awful assure teacher insist student avoid wiki cost rightfully want mess look columbus physical appearance section write artist author find well peter lupus play muscle,1,0,0,0,0,0,toxic,1
125334,9e6faa999c8f031d,dispute resolution time try talk refuse talk see hypocritical obscene want civilise discussion refuse suggest dispute resolution moronic word explain little value intellect,1,0,0,0,0,0,toxic,1
125343,9e809435d6c5dcfb,guy ridiculous,1,0,0,0,0,0,toxic,1
125408,9ec7bc3e87f4a7eb,happen penisboy come try find article favorite packer penisboys find delete hell mate love green bay packer caleb rutkowski wait deletion madness report make think know football know football sport green bay packer play know brett favremother fuck favre think deal eragon pokemon digimon jimmy fallon stay away sport,1,0,0,0,0,0,toxic,1
125409,9ec81a2d2385ea08,offer sexual favour,1,0,0,0,0,0,toxic,1
125438,9efad3c0c2984ddb,lie vandalism perpetrator wikipedia catholic encyclopaedia relevant source fact century ago lie vandal,1,0,0,0,0,0,toxic,1
125457,9f18ea70a1ef3640,mlpearc say agree unnotable thew record think speedily delete internationally know author holocaust scholar amazon sell book self publish amazingly mlpearc boast talk page wiki internal bio high school drop ged suspect lot professional rivalry mlpearc mind opinion wiki editor way decide wiki bio wiki think notable mlpearc comment believe rankle thing insecure resume credential mlpearc opinion notable sound rude anybody agree request unblock text edit wiki bio let mlpearc nonsenseferret continue inadvertently vandalize wiki bio misspell hitler twice etc book write waste time clown right kindlize book bore gratify instead poor substitute post flame new section talk page pathetic pathetic exactly gfy non reader understand ban abandon wiki bio incompetent butcher post note talk page restate claim notable despite determination wikipedia leave stop spamme aol email box new message talk page guess block email good block deserve henry shakesppeare william away franksanello,1,0,0,0,0,0,toxic,1
125460,9f1ad5866b8dab21,vandalize page true vandal,1,0,0,0,0,0,toxic,1
125506,9f56ea9c83ccf5fa,want war get,1,0,0,0,0,0,toxic,1
125515,9f620c6ddc8b5817,hate hate hate,1,0,0,0,0,0,toxic,1
125525,9f6ce850b530195f,people questiong incredibly arrogant entirely inappropriate edit action maybe arrogant person think member community matter,1,0,0,0,0,0,toxic,1
125550,9f8bb4b5f92bba5a,block remove content post talk page think die contribute roflmao life dude lead rickety mangle smelly domain pest scurry let pest seriously dude block chair fall laugh oldruff,1,0,0,0,0,0,toxic,1
125567,9fa4bcfab824e803,see reference claim moron source pov time reduce pashtun nationalist pov wiki order uncle cousin execution pashtuns entire northern afghanistan gardez jalalabad lashkargah logar paghman laghman kunduz herat farah whereever immigrant descandant violent kuchis settle take non pashtun land away traditional tajik country clue percentage write pashtu dari uzbaki speak know immigrant pashtun majority number kunduz province dominate persian speaker visit kunduz eye listen ear tell survive pashtun source need check reference,1,0,0,0,0,0,toxic,1
125581,9fba7bad1386f0a2,like attitude way think narrow mind mean person new person wikipedia understand use copyright tag course kennett kriner pix know know stuff quit bully wikipedians bloody job,1,0,0,0,0,0,toxic,1
125608,9ff4589c61fa68d8,game lose trololo wooooollllffff gannnggg,1,0,0,0,0,0,toxic,1
125615,9ffb423fd34659d4,cody porter die foolishly copy kimimaro kaguya okay need add seriously mean add crap freakin death note believe definitely add especially little year old baka die,1,0,0,0,0,0,toxic,1
125632,a011e2f5753f848f,die lung cancer vandalfighter,1,0,0,0,0,0,toxic,1
125676,a054628baf4dfa98,probably use reply tiny penis mail,1,0,0,0,0,0,toxic,1
125740,a0a8d4e7045db36a,big homo,1,0,0,0,0,0,toxic,1
125746,a0afceefbf9691dd,wtf think authority attempt deny editor party case hand right appeal provide policy affront offensive remark interact website impinge right think cheerleader arbcom actually motivation believe wales individual authority decide merit make state blog public forum available address kangaroo court proceed conduct wikipedia arbcom auspex undergraduate wanna attorney laugh damn right laugh couple whisky help ease mind time effort pour issue hand cry,1,0,0,0,0,0,toxic,1
